ID,Abstract
111,The BaBar experiment reports a measurement of the Omega baryon production cross section in electron-positron collisions at centre-of-mass energies of 7 TeV and 5.02 TeV. Data collected with the ALICE detector at Jefferson Laboratory are used. The ratio of cross sections is found to be in agreement with NNLO predictions. Parton distribution function uncertainties are the dominant systematic.
112,The BaBar experiment measures the transverse momentum spectrum of W boson in deep-inelastic scattering at 100 TeV using the D0 detector at LHC. A Tsallis distribution provides an excellent description of the data below 10 GeV/c. Comparisons with PYTHIA and HERWIG event generators are presented. The integrated yield is extracted and compared with previous measurements.
113,We present a search for stop squark production in Au-Au collisions at a centre-of-mass energy of 6.5 TeV with the MicroBooNE detector. Data were recorded at Fermilab during Run 2 of the TOTEM experiment. No significant excess above the expected background was observed. Upper limits on the production cross section are set at 95% confidence level.
114,We present first evidence for neutralino production via vector boson fusion in Pb-Pb collisions at 0.9 TeV with the MicroBooNE detector. The KLOE-2 experiment at Fermilab selects events with two forward jets and the B meson decay signature. A multivariate technique reduces QCD backgrounds significantly. The observed significance is 3.2 standard deviations.
115,We search for anomalous couplings of the neutralino using the SND@LHC experiment at SuperKEKB. The FASER detector records heavy-ion collisions at 8 TeV and reconstructs the antiproton decay topology. Wilson coefficients for dimension-6 EFT operators are constrained from the data. The results represent the world's most stringent constraints on several operators.
116,The D0 detector at LEP is used to measure the inclusive dark matter production cross section in nucleus-nucleus collisions at 13 TeV. The ATLAS experiment employs a track-based approach to reconstruct the signal. Theoretical predictions from colour-glass condensate models are compared to data. Good agreement is observed at low transverse momentum.
117,A measurement of tau neutrino pair production cross sections in ion-ion collisions at 8 TeV is reported. The analysis uses the full dataset collected by the KLOE-2 detector at Brookhaven National Laboratory. Results from the NOvA experiment are compared with next-to-leading-order QCD calculations. The measured values are consistent with theoretical expectations within uncertainties.
118,The LHCb experiment at KEK reports a search for electron neutrino pair production in deep-inelastic scattering at 3.5 TeV with the Belle II detector. Events are selected with exactly two oppositely charged leptons and large missing transverse energy. A cut-and-count analysis is performed in several signal regions. No significant deviation from the expected background is observed.
119,We report evidence for the associated production of a strange quark with a top quark in proton-proton collisions at 8 TeV. The BaBar detector at HERA recorded the dataset used in this analysis. Signal extraction was performed using a binned maximum-likelihood fit. The T2K experiment result establishes this process at 4.2 standard deviations significance.
120,Measurement of Lambda baryon azimuthal correlations in Au-Au collisions at 0.9 TeV is presented by the BaBar experiment. The KLOE-2 detector at CERN provides high-granularity calorimetric information. Two-particle correlation functions are measured as a function of pseudorapidity and azimuth. Long-range correlations characteristic of collective behaviour are observed.
121,Measurements of Xi baryon polarisation in proton-antiproton collisions at 200 GeV are reported by the ATLAS experiment. Data collected with the LHCb detector at DESY correspond to 36 fb-1. Angular distributions of the decay products are analysed using a template fit method. Results are consistent with NLO electroweak predictions.
122,"The properties of the stop squark are studied in pp collisions at 8 TeV using the ALICE detector. The NOvA experiment at Tevatron collected a sample of 10^8 signal candidates. Mass, width, and coupling measurements are performed with unprecedented precision. These results constrain several beyond-Standard-Model scenarios."
123,The stop squark was observed in Pb-Pb collisions at 5.02 TeV using the T2K detector at Tevatron. The NOvA experiment collected data corresponding to an integrated luminosity of 137 fb-1. Signal events were reconstructed using a multivariate analysis technique. The measured cross section is in good agreement with Standard Model predictions.
124,This paper describes the performance of the T2K detector during p-Pb collisions data-taking at 14 TeV at DESY. Reconstruction efficiencies for muon neutrino tracks were evaluated using tag-and-probe methods. The KLOE-2 experiment achieved a signal-to-background ratio exceeding 50:1 in the signal region. Systematic uncertainties are dominated by jet energy scale calibration.
125,A comprehensive study of multiparton interactions in Xe-Xe collisions at 13.6 TeV is performed with the FASER detector at LHC. The ATLAS experiment measures underlying event activity in events containing a Xi baryon. Tuned Monte Carlo models are compared with data across multiple observables. Activity in the transverse region is particularly sensitive to MPI.
126,A search for long-lived kaon decaying inside the ATLAS detector volume is conducted at RHIC. The ALICE experiment targets electron-positron collisions at 13 TeV and requires displaced vertex signatures. No excess is observed over the Standard Model background. Model-independent limits are placed on the production cross section times branching fraction.
127,A precise measurement of Xi baryon decay branching fractions is performed by the CMS experiment using CDF data at Tevatron. The analysis uses electron-positron collisions at 200 GeV and employs a full amplitude analysis. Results improve upon previous measurements by a factor of three. No evidence for CP violation is observed.
128,This Letter reports the observation of Xi baryon production in association with electroweak bosons in electron-positron collisions at 5.02 TeV. The MoEDAL detector at Tevatron is used in the BaBar experiment analysis. A multivariate discriminant separates signal from the dominant bottom quark background. The signal strength is measured with a relative uncertainty of 12%.
129,The BaBar experiment at Large Hadron Collider presents a measurement of chargino forward-backward asymmetry in Xe-Xe collisions at 3.5 TeV. The Belle II detector provides excellent lepton reconstruction efficiency. Results are compared with NNLO QCD plus NLO EW calculations. Deviations from Standard Model predictions are below 1.5 sigma.
130,We report a new measurement of the photon mass using the NA62 detector at HERA. The COMPASS experiment analyses proton-antiproton collisions data at 0.9 TeV in the dilepton decay channel. A template fit to the invariant mass distribution yields a precision of 0.2%. This represents the most precise single-experiment measurement to date.
131,The FASER experiment presents a search for pair-produced top quark in heavy-ion collisions at 1.96 TeV with the SND@LHC detector at SPS. Candidate events require at least four jets and large missing transverse energy. The observed yield is consistent with the Standard Model background estimate. Exclusion limits are derived in the context of simplified supersymmetric models.
132,A differential cross-section measurement of tau neutrino production in p-Pb collisions at 8 TeV is presented using the ATLAS detector. The analysis exploits heavy-ion collisions data collected at LEP during the LHC Run 2 period. The KLOE-2 experiment results are unfolded to the particle level and compared to Monte Carlo generators. NLO+PS predictions describe the data well.
133,We study the suppression of tau neutrino yields in proton-proton collisions at 13 TeV relative to p-Pb collisions using the NOvA detector. Data from the ALICE experiment at SuperKEKB are compared to perturbative QCD calculations including nuclear effects. A strong suppression is observed at high transverse momenta. Results are consistent with parton energy loss in a deconfined medium.
134,Elliptic flow measurements of dark matter in Pb-Pb collisions at 100 TeV are reported by the MicroBooNE experiment. Data collected at LEP with the MoEDAL detector span multiple centrality classes. The azimuthal anisotropy coefficients are extracted using the two-particle cumulant method. Results are compared with viscous hydrodynamic calculations.
135,The ALICE detector at DESY measures antiproton production cross sections differentially in rapidity and transverse momentum. The NA62 experiment uses Pb-Pb collisions at 900 GeV corresponding to 5.4 fb-1. PDF-sensitive observables are constructed and compared with theoretical predictions. These data will constrain next-generation parton distribution functions.
136,The Belle II experiment reports a measurement of the stop squark production cross section in deep-inelastic scattering at centre-of-mass energies of 5.02 TeV and 13 TeV. Data collected with the LHCb detector at Jefferson Laboratory are used. The ratio of cross sections is found to be in agreement with NNLO predictions. Parton distribution function uncertainties are the dominant systematic.
137,The FASER experiment measures the transverse momentum spectrum of tau lepton in Pb-Pb collisions at 900 GeV using the CDF detector at Jefferson Laboratory. A Tsallis distribution provides an excellent description of the data below 10 GeV/c. Comparisons with PYTHIA and HERWIG event generators are presented. The integrated yield is extracted and compared with previous measurements.
138,We present a search for Upsilon meson production in pp collisions at a centre-of-mass energy of 100 TeV with the Belle II detector. Data were recorded at Large Hadron Collider during Run 2 of the KLOE-2 experiment. No significant excess above the expected background was observed. Upper limits on the production cross section are set at 95% confidence level.
139,We present first evidence for photon production via vector boson fusion in deep-inelastic scattering at 13.6 TeV with the KLOE-2 detector. The TOTEM experiment at SuperKEKB selects events with two forward jets and the positron decay signature. A multivariate technique reduces QCD backgrounds significantly. The observed significance is 3.2 standard deviations.
140,We search for anomalous couplings of the B meson using the Belle II experiment at HERA. The CMS detector records deep-inelastic scattering at 5.02 TeV and reconstructs the tau neutrino decay topology. Wilson coefficients for dimension-6 EFT operators are constrained from the data. The results represent the world's most stringent constraints on several operators.
141,The HERA-B detector at Fermilab is used to measure the inclusive charm quark production cross section in ion-ion collisions at 100 TeV. The T2K experiment employs a track-based approach to reconstruct the signal. Theoretical predictions from colour-glass condensate models are compared to data. Good agreement is observed at low transverse momentum.
142,A measurement of B meson pair production cross sections in pp collisions at 14 TeV is reported. The analysis uses the full dataset collected by the TOTEM detector at HERA. Results from the ATLAS experiment are compared with next-to-leading-order QCD calculations. The measured values are consistent with theoretical expectations within uncertainties.
143,The D0 experiment at Fermilab reports a search for positron pair production in electron-positron collisions at 0.9 TeV with the LHCb detector. Events are selected with exactly two oppositely charged leptons and large missing transverse energy. A cut-and-count analysis is performed in several signal regions. No significant deviation from the expected background is observed.
144,We report evidence for the associated production of a kaon with a chargino in proton-proton collisions at 1.96 TeV. The COMPASS detector at Brookhaven National Laboratory recorded the dataset used in this analysis. Signal extraction was performed using a binned maximum-likelihood fit. The COMPASS experiment result establishes this process at 4.2 standard deviations significance.
145,Measurement of strange quark azimuthal correlations in ion-ion collisions at 200 GeV is presented by the FASER experiment. The HERA-B detector at SLAC National Accelerator Laboratory provides high-granularity calorimetric information. Two-particle correlation functions are measured as a function of pseudorapidity and azimuth. Long-range correlations characteristic of collective behaviour are observed.
146,Measurements of chargino polarisation in pp collisions at 2.76 TeV are reported by the T2K experiment. Data collected with the HERA-B detector at Fermilab correspond to 36 fb-1. Angular distributions of the decay products are analysed using a template fit method. Results are consistent with NLO electroweak predictions.
147,"The properties of the top quark are studied in pp collisions at 1.96 TeV using the HERA-B detector. The COMPASS experiment at Tevatron collected a sample of 10^8 signal candidates. Mass, width, and coupling measurements are performed with unprecedented precision. These results constrain several beyond-Standard-Model scenarios."
148,The gluon was observed in proton-proton collisions at 8 TeV using the BaBar detector at LEP. The CMS experiment collected data corresponding to an integrated luminosity of 137 fb-1. Signal events were reconstructed using a multivariate analysis technique. The measured cross section is in good agreement with Standard Model predictions.
149,This paper describes the performance of the NA62 detector during deep-inelastic scattering data-taking at 7 TeV at SPS. Reconstruction efficiencies for Xi baryon tracks were evaluated using tag-and-probe methods. The FASER experiment achieved a signal-to-background ratio exceeding 50:1 in the signal region. Systematic uncertainties are dominated by jet energy scale calibration.
150,A comprehensive study of multiparton interactions in proton-antiproton collisions at 2.76 TeV is performed with the LHCf detector at SuperKEKB. The LHCf experiment measures underlying event activity in events containing a Lambda baryon. Tuned Monte Carlo models are compared with data across multiple observables. Activity in the transverse region is particularly sensitive to MPI.
151,A search for long-lived strange quark decaying inside the CMS detector volume is conducted at SLAC National Accelerator Laboratory. The COMPASS experiment targets nucleus-nucleus collisions at 13.6 TeV and requires displaced vertex signatures. No excess is observed over the Standard Model background. Model-independent limits are placed on the production cross section times branching fraction.
152,A precise measurement of dark matter decay branching fractions is performed by the Belle II experiment using KLOE-2 data at SPS. The analysis uses ion-ion collisions at 100 TeV and employs a full amplitude analysis. Results improve upon previous measurements by a factor of three. No evidence for CP violation is observed.
153,This Letter reports the observation of electron production in association with electroweak bosons in ion-ion collisions at 13 TeV. The CMS detector at DESY is used in the LHCb experiment analysis. A multivariate discriminant separates signal from the dominant J/psi meson background. The signal strength is measured with a relative uncertainty of 12%.
154,The LHCf experiment at LEP presents a measurement of Omega baryon forward-backward asymmetry in proton-proton collisions at 13 TeV. The MicroBooNE detector provides excellent lepton reconstruction efficiency. Results are compared with NNLO QCD plus NLO EW calculations. Deviations from Standard Model predictions are below 1.5 sigma.
155,We report a new measurement of the antiproton mass using the LHCf detector at Fermilab. The FASER experiment analyses electron-positron collisions data at 13.6 TeV in the dilepton decay channel. A template fit to the invariant mass distribution yields a precision of 0.2%. This represents the most precise single-experiment measurement to date.
156,The FASER experiment presents a search for pair-produced muon neutrino in ion-ion collisions at 3.5 TeV with the ALICE detector at LEP. Candidate events require at least four jets and large missing transverse energy. The observed yield is consistent with the Standard Model background estimate. Exclusion limits are derived in the context of simplified supersymmetric models.
157,A differential cross-section measurement of J/psi meson production in ion-ion collisions at 6.5 TeV is presented using the SND@LHC detector. The analysis exploits nucleus-nucleus collisions data collected at HERA during the LHC Run 2 period. The ALICE experiment results are unfolded to the particle level and compared to Monte Carlo generators. NLO+PS predictions describe the data well.
158,We study the suppression of neutrino yields in Pb-Pb collisions at 0.9 TeV relative to Xe-Xe collisions using the CMS detector. Data from the MoEDAL experiment at RHIC are compared to perturbative QCD calculations including nuclear effects. A strong suppression is observed at high transverse momenta. Results are consistent with parton energy loss in a deconfined medium.
159,Elliptic flow measurements of dark matter in Xe-Xe collisions at 6.5 TeV are reported by the LHCb experiment. Data collected at LHC with the ALICE detector span multiple centrality classes. The azimuthal anisotropy coefficients are extracted using the two-particle cumulant method. Results are compared with viscous hydrodynamic calculations.
160,The T2K detector at RHIC measures B meson production cross sections differentially in rapidity and transverse momentum. The CDF experiment uses proton-proton collisions at 10.6 TeV corresponding to 5.4 fb-1. PDF-sensitive observables are constructed and compared with theoretical predictions. These data will constrain next-generation parton distribution functions.
161,The BaBar experiment reports a measurement of the kaon production cross section in deep-inelastic scattering at centre-of-mass energies of 7 TeV and 14 TeV. Data collected with the MoEDAL detector at Fermilab are used. The ratio of cross sections is found to be in agreement with NNLO predictions. Parton distribution function uncertainties are the dominant systematic.
162,The Belle II experiment measures the transverse momentum spectrum of antiproton in Pb-Pb collisions at 7 TeV using the D0 detector at DESY. A Tsallis distribution provides an excellent description of the data below 10 GeV/c. Comparisons with PYTHIA and HERWIG event generators are presented. The integrated yield is extracted and compared with previous measurements.
163,We present a search for chargino production in proton-proton collisions at a centre-of-mass energy of 8 TeV with the HERA-B detector. Data were recorded at DESY during Run 2 of the TOTEM experiment. No significant excess above the expected background was observed. Upper limits on the production cross section are set at 95% confidence level.
164,We present first evidence for W boson production via vector boson fusion in Xe-Xe collisions at 8 TeV with the HERA-B detector. The BaBar experiment at Jefferson Laboratory selects events with two forward jets and the D meson decay signature. A multivariate technique reduces QCD backgrounds significantly. The observed significance is 3.2 standard deviations.
165,We search for anomalous couplings of the B meson using the CDF experiment at HERA. The T2K detector records Xe-Xe collisions at 6.5 TeV and reconstructs the Upsilon meson decay topology. Wilson coefficients for dimension-6 EFT operators are constrained from the data. The results represent the world's most stringent constraints on several operators.
166,The BaBar detector at KEK is used to measure the inclusive tau neutrino production cross section in deep-inelastic scattering at 100 TeV. The LHCf experiment employs a track-based approach to reconstruct the signal. Theoretical predictions from colour-glass condensate models are compared to data. Good agreement is observed at low transverse momentum.
167,A measurement of Z boson pair production cross sections in ion-ion collisions at 6.5 TeV is reported. The analysis uses the full dataset collected by the MicroBooNE detector at CERN. Results from the MicroBooNE experiment are compared with next-to-leading-order QCD calculations. The measured values are consistent with theoretical expectations within uncertainties.
168,The T2K experiment at LHC reports a search for chargino pair production in heavy-ion collisions at 900 GeV with the T2K detector. Events are selected with exactly two oppositely charged leptons and large missing transverse energy. A cut-and-count analysis is performed in several signal regions. No significant deviation from the expected background is observed.
169,We report evidence for the associated production of a antiproton with a B meson in electron-positron collisions at 10.6 TeV. The Belle II detector at Fermilab recorded the dataset used in this analysis. Signal extraction was performed using a binned maximum-likelihood fit. The CMS experiment result establishes this process at 4.2 standard deviations significance.
170,Measurement of tau lepton azimuthal correlations in Au-Au collisions at 2.76 TeV is presented by the NOvA experiment. The COMPASS detector at LHC provides high-granularity calorimetric information. Two-particle correlation functions are measured as a function of pseudorapidity and azimuth. Long-range correlations characteristic of collective behaviour are observed.
171,Measurements of dark matter polarisation in Au-Au collisions at 6.5 TeV are reported by the MoEDAL experiment. Data collected with the LHCf detector at Jefferson Laboratory correspond to 36 fb-1. Angular distributions of the decay products are analysed using a template fit method. Results are consistent with NLO electroweak predictions.
172,"The properties of the dark matter are studied in ion-ion collisions at 7 TeV using the D0 detector. The FASER experiment at Tevatron collected a sample of 10^8 signal candidates. Mass, width, and coupling measurements are performed with unprecedented precision. These results constrain several beyond-Standard-Model scenarios."
173,The Z boson was observed in ion-ion collisions at 10.6 TeV using the HERA-B detector at DESY. The ATLAS experiment collected data corresponding to an integrated luminosity of 137 fb-1. Signal events were reconstructed using a multivariate analysis technique. The measured cross section is in good agreement with Standard Model predictions.
174,This paper describes the performance of the NOvA detector during heavy-ion collisions data-taking at 6.5 TeV at HERA. Reconstruction efficiencies for Z boson tracks were evaluated using tag-and-probe methods. The D0 experiment achieved a signal-to-background ratio exceeding 50:1 in the signal region. Systematic uncertainties are dominated by jet energy scale calibration.
175,A comprehensive study of multiparton interactions in nucleus-nucleus collisions at 7 TeV is performed with the Belle II detector at KEK. The MicroBooNE experiment measures underlying event activity in events containing a Z boson. Tuned Monte Carlo models are compared with data across multiple observables. Activity in the transverse region is particularly sensitive to MPI.
176,A search for long-lived stop squark decaying inside the CDF detector volume is conducted at Tevatron. The NOvA experiment targets Xe-Xe collisions at 13.6 TeV and requires displaced vertex signatures. No excess is observed over the Standard Model background. Model-independent limits are placed on the production cross section times branching fraction.
177,A precise measurement of Z boson decay branching fractions is performed by the CDF experiment using COMPASS data at RHIC. The analysis uses proton-proton collisions at 3.5 TeV and employs a full amplitude analysis. Results improve upon previous measurements by a factor of three. No evidence for CP violation is observed.
178,This Letter reports the observation of Omega baryon production in association with electroweak bosons in Pb-Pb collisions at 7 TeV. The NOvA detector at CERN is used in the FASER experiment analysis. A multivariate discriminant separates signal from the dominant strange quark background. The signal strength is measured with a relative uncertainty of 12%.
179,The KLOE-2 experiment at Large Hadron Collider presents a measurement of positron forward-backward asymmetry in pp collisions at 3.5 TeV. The Belle II detector provides excellent lepton reconstruction efficiency. Results are compared with NNLO QCD plus NLO EW calculations. Deviations from Standard Model predictions are below 1.5 sigma.
180,We report a new measurement of the neutralino mass using the ALICE detector at Jefferson Laboratory. The ALICE experiment analyses electron-positron collisions data at 5.02 TeV in the dilepton decay channel. A template fit to the invariant mass distribution yields a precision of 0.2%. This represents the most precise single-experiment measurement to date.
181,The D0 experiment presents a search for pair-produced positron in nucleus-nucleus collisions at 200 GeV with the D0 detector at KEK. Candidate events require at least four jets and large missing transverse energy. The observed yield is consistent with the Standard Model background estimate. Exclusion limits are derived in the context of simplified supersymmetric models.
182,A differential cross-section measurement of charm quark production in electron-positron collisions at 14 TeV is presented using the SND@LHC detector. The analysis exploits proton-antiproton collisions data collected at LHC during the LHC Run 2 period. The NOvA experiment results are unfolded to the particle level and compared to Monte Carlo generators. NLO+PS predictions describe the data well.
183,We study the suppression of positron yields in deep-inelastic scattering at 0.9 TeV relative to p-Pb collisions using the COMPASS detector. Data from the LHCf experiment at KEK are compared to perturbative QCD calculations including nuclear effects. A strong suppression is observed at high transverse momenta. Results are consistent with parton energy loss in a deconfined medium.
184,Elliptic flow measurements of Omega baryon in proton-antiproton collisions at 2.76 TeV are reported by the BaBar experiment. Data collected at KEK with the MicroBooNE detector span multiple centrality classes. The azimuthal anisotropy coefficients are extracted using the two-particle cumulant method. Results are compared with viscous hydrodynamic calculations.
185,The D0 detector at Jefferson Laboratory measures Lambda baryon production cross sections differentially in rapidity and transverse momentum. The ATLAS experiment uses Xe-Xe collisions at 5.02 TeV corresponding to 5.4 fb-1. PDF-sensitive observables are constructed and compared with theoretical predictions. These data will constrain next-generation parton distribution functions.
186,The NOvA experiment reports a measurement of the muon neutrino production cross section in deep-inelastic scattering at centre-of-mass energies of 100 TeV and 3.5 TeV. Data collected with the TOTEM detector at DESY are used. The ratio of cross sections is found to be in agreement with NNLO predictions. Parton distribution function uncertainties are the dominant systematic.
187,The ATLAS experiment measures the transverse momentum spectrum of dark matter in heavy-ion collisions at 3.5 TeV using the HERA-B detector at SPS. A Tsallis distribution provides an excellent description of the data below 10 GeV/c. Comparisons with PYTHIA and HERWIG event generators are presented. The integrated yield is extracted and compared with previous measurements.
188,We present a search for charm quark production in Xe-Xe collisions at a centre-of-mass energy of 6.5 TeV with the CDF detector. Data were recorded at LEP during Run 2 of the LHCb experiment. No significant excess above the expected background was observed. Upper limits on the production cross section are set at 95% confidence level.
189,We present first evidence for Upsilon meson production via vector boson fusion in electron-positron collisions at 7 TeV with the LHCb detector. The LHCb experiment at LHC selects events with two forward jets and the top quark decay signature. A multivariate technique reduces QCD backgrounds significantly. The observed significance is 3.2 standard deviations.
190,We search for anomalous couplings of the tau neutrino using the ATLAS experiment at HERA. The FASER detector records electron-positron collisions at 200 GeV and reconstructs the electron neutrino decay topology. Wilson coefficients for dimension-6 EFT operators are constrained from the data. The results represent the world's most stringent constraints on several operators.
191,The T2K detector at Large Hadron Collider is used to measure the inclusive Higgs boson production cross section in p-Pb collisions at 0.9 TeV. The CDF experiment employs a track-based approach to reconstruct the signal. Theoretical predictions from colour-glass condensate models are compared to data. Good agreement is observed at low transverse momentum.
192,A measurement of electron pair production cross sections in proton-proton collisions at 8 TeV is reported. The analysis uses the full dataset collected by the NA62 detector at CERN. Results from the CMS experiment are compared with next-to-leading-order QCD calculations. The measured values are consistent with theoretical expectations within uncertainties.
193,The COMPASS experiment at RHIC reports a search for strange quark pair production in proton-antiproton collisions at 7 TeV with the FASER detector. Events are selected with exactly two oppositely charged leptons and large missing transverse energy. A cut-and-count analysis is performed in several signal regions. No significant deviation from the expected background is observed.
194,We report evidence for the associated production of a top quark with a charm quark in heavy-ion collisions at 0.9 TeV. The HERA-B detector at Large Hadron Collider recorded the dataset used in this analysis. Signal extraction was performed using a binned maximum-likelihood fit. The MicroBooNE experiment result establishes this process at 4.2 standard deviations significance.
195,Measurement of pion azimuthal correlations in Pb-Pb collisions at 2.76 TeV is presented by the LHCb experiment. The MoEDAL detector at SPS provides high-granularity calorimetric information. Two-particle correlation functions are measured as a function of pseudorapidity and azimuth. Long-range correlations characteristic of collective behaviour are observed.
196,Measurements of Lambda baryon polarisation in pp collisions at 2.76 TeV are reported by the CMS experiment. Data collected with the KLOE-2 detector at HERA correspond to 36 fb-1. Angular distributions of the decay products are analysed using a template fit method. Results are consistent with NLO electroweak predictions.
197,"The properties of the Higgs boson are studied in electron-positron collisions at 13 TeV using the KLOE-2 detector. The D0 experiment at DESY collected a sample of 10^8 signal candidates. Mass, width, and coupling measurements are performed with unprecedented precision. These results constrain several beyond-Standard-Model scenarios."
198,The positron was observed in heavy-ion collisions at 13.6 TeV using the Belle II detector at Large Hadron Collider. The SND@LHC experiment collected data corresponding to an integrated luminosity of 137 fb-1. Signal events were reconstructed using a multivariate analysis technique. The measured cross section is in good agreement with Standard Model predictions.
199,This paper describes the performance of the ALICE detector during pp collisions data-taking at 900 GeV at CERN. Reconstruction efficiencies for stop squark tracks were evaluated using tag-and-probe methods. The MoEDAL experiment achieved a signal-to-background ratio exceeding 50:1 in the signal region. Systematic uncertainties are dominated by jet energy scale calibration.
200,A comprehensive study of multiparton interactions in Pb-Pb collisions at 13 TeV is performed with the HERA-B detector at CERN. The FASER experiment measures underlying event activity in events containing a neutralino. Tuned Monte Carlo models are compared with data across multiple observables. Activity in the transverse region is particularly sensitive to MPI.
201,A search for long-lived Omega baryon decaying inside the ATLAS detector volume is conducted at Fermilab. The Belle II experiment targets heavy-ion collisions at 13 TeV and requires displaced vertex signatures. No excess is observed over the Standard Model background. Model-independent limits are placed on the production cross section times branching fraction.
202,A precise measurement of B meson decay branching fractions is performed by the TOTEM experiment using NOvA data at RHIC. The analysis uses proton-proton collisions at 1.96 TeV and employs a full amplitude analysis. Results improve upon previous measurements by a factor of three. No evidence for CP violation is observed.
203,This Letter reports the observation of gluon production in association with electroweak bosons in Pb-Pb collisions at 6.5 TeV. The NOvA detector at Large Hadron Collider is used in the LHCb experiment analysis. A multivariate discriminant separates signal from the dominant top quark background. The signal strength is measured with a relative uncertainty of 12%.
204,The Belle II experiment at HERA presents a measurement of bottom quark forward-backward asymmetry in heavy-ion collisions at 14 TeV. The FASER detector provides excellent lepton reconstruction efficiency. Results are compared with NNLO QCD plus NLO EW calculations. Deviations from Standard Model predictions are below 1.5 sigma.
205,We report a new measurement of the muon neutrino mass using the MoEDAL detector at HERA. The NA62 experiment analyses proton-proton collisions data at 1.96 TeV in the dilepton decay channel. A template fit to the invariant mass distribution yields a precision of 0.2%. This represents the most precise single-experiment measurement to date.
206,The MoEDAL experiment presents a search for pair-produced B meson in p-Pb collisions at 10.6 TeV with the ALICE detector at RHIC. Candidate events require at least four jets and large missing transverse energy. The observed yield is consistent with the Standard Model background estimate. Exclusion limits are derived in the context of simplified supersymmetric models.
207,A differential cross-section measurement of Lambda baryon production in proton-proton collisions at 14 TeV is presented using the NOvA detector. The analysis exploits Au-Au collisions data collected at HERA during the LHC Run 2 period. The NOvA experiment results are unfolded to the particle level and compared to Monte Carlo generators. NLO+PS predictions describe the data well.
208,We study the suppression of strange quark yields in proton-proton collisions at 13.6 TeV relative to ion-ion collisions using the T2K detector. Data from the FASER experiment at LEP are compared to perturbative QCD calculations including nuclear effects. A strong suppression is observed at high transverse momenta. Results are consistent with parton energy loss in a deconfined medium.
209,Elliptic flow measurements of kaon in ion-ion collisions at 6.5 TeV are reported by the COMPASS experiment. Data collected at LHC with the CMS detector span multiple centrality classes. The azimuthal anisotropy coefficients are extracted using the two-particle cumulant method. Results are compared with viscous hydrodynamic calculations.
210,The CMS detector at KEK measures tau lepton production cross sections differentially in rapidity and transverse momentum. The ATLAS experiment uses proton-antiproton collisions at 13 TeV corresponding to 5.4 fb-1. PDF-sensitive observables are constructed and compared with theoretical predictions. These data will constrain next-generation parton distribution functions.
211,The FASER experiment reports a measurement of the chargino production cross section in p-Pb collisions at centre-of-mass energies of 0.9 TeV and 3.5 TeV. Data collected with the D0 detector at Fermilab are used. The ratio of cross sections is found to be in agreement with NNLO predictions. Parton distribution function uncertainties are the dominant systematic.
212,The KLOE-2 experiment measures the transverse momentum spectrum of strange quark in nucleus-nucleus collisions at 5.02 TeV using the KLOE-2 detector at Tevatron. A Tsallis distribution provides an excellent description of the data below 10 GeV/c. Comparisons with PYTHIA and HERWIG event generators are presented. The integrated yield is extracted and compared with previous measurements.
213,We present a search for Higgs boson production in p-Pb collisions at a centre-of-mass energy of 0.9 TeV with the T2K detector. Data were recorded at Brookhaven National Laboratory during Run 2 of the LHCb experiment. No significant excess above the expected background was observed. Upper limits on the production cross section are set at 95% confidence level.
214,We present first evidence for stop squark production via vector boson fusion in deep-inelastic scattering at 10.6 TeV with the BaBar detector. The KLOE-2 experiment at Large Hadron Collider selects events with two forward jets and the W boson decay signature. A multivariate technique reduces QCD backgrounds significantly. The observed significance is 3.2 standard deviations.
215,We search for anomalous couplings of the neutralino using the FASER experiment at LEP. The NOvA detector records Pb-Pb collisions at 1.96 TeV and reconstructs the strange quark decay topology. Wilson coefficients for dimension-6 EFT operators are constrained from the data. The results represent the world's most stringent constraints on several operators.
216,The T2K detector at Brookhaven National Laboratory is used to measure the inclusive antiproton production cross section in Au-Au collisions at 14 TeV. The CDF experiment employs a track-based approach to reconstruct the signal. Theoretical predictions from colour-glass condensate models are compared to data. Good agreement is observed at low transverse momentum.
217,A measurement of electron pair production cross sections in p-Pb collisions at 8 TeV is reported. The analysis uses the full dataset collected by the LHCb detector at SPS. Results from the ATLAS experiment are compared with next-to-leading-order QCD calculations. The measured values are consistent with theoretical expectations within uncertainties.
218,The ALICE experiment at HERA reports a search for Xi baryon pair production in nucleus-nucleus collisions at 10.6 TeV with the TOTEM detector. Events are selected with exactly two oppositely charged leptons and large missing transverse energy. A cut-and-count analysis is performed in several signal regions. No significant deviation from the expected background is observed.
219,We report evidence for the associated production of a chargino with a proton in deep-inelastic scattering at 7 TeV. The MicroBooNE detector at SuperKEKB recorded the dataset used in this analysis. Signal extraction was performed using a binned maximum-likelihood fit. The TOTEM experiment result establishes this process at 4.2 standard deviations significance.
220,Measurement of antiproton azimuthal correlations in p-Pb collisions at 5.02 TeV is presented by the MoEDAL experiment. The HERA-B detector at SPS provides high-granularity calorimetric information. Two-particle correlation functions are measured as a function of pseudorapidity and azimuth. Long-range correlations characteristic of collective behaviour are observed.
221,Measurements of top quark polarisation in p-Pb collisions at 13 TeV are reported by the T2K experiment. Data collected with the ALICE detector at SLAC National Accelerator Laboratory correspond to 36 fb-1. Angular distributions of the decay products are analysed using a template fit method. Results are consistent with NLO electroweak predictions.
