ID,Entity,Label
110,Belle II,DETECTOR
110,7 TeV,ENERGY
110,DESY,FACILITY
111,electron-positron collisions,COLLISION
111,Jefferson Laboratory,FACILITY
111,BaBar experiment,EXPERIMENT
111,Omega baryon,PARTICLE
111,electron,PARTICLE
111,positron,PARTICLE
111,5.02 TeV,ENERGY
111,ALICE,DETECTOR
111,BaBar,DETECTOR
111,7 TeV,ENERGY
112,deep-inelastic scattering,COLLISION
112,BaBar experiment,EXPERIMENT
112,W boson,PARTICLE
112,100 TeV,ENERGY
112,BaBar,DETECTOR
112,LHC,FACILITY
112,D0,DETECTOR
113,TOTEM experiment,EXPERIMENT
113,Au-Au collisions,COLLISION
113,stop squark,PARTICLE
113,MicroBooNE,DETECTOR
113,Fermilab,FACILITY
113,6.5 TeV,ENERGY
113,TOTEM,DETECTOR
114,KLOE-2 experiment,EXPERIMENT
114,Pb-Pb collisions,COLLISION
114,neutralino,PARTICLE
114,MicroBooNE,DETECTOR
114,Fermilab,FACILITY
114,B meson,PARTICLE
114,0.9 TeV,ENERGY
114,KLOE-2,DETECTOR
115,heavy-ion collisions,COLLISION
115,SND@LHC experiment,EXPERIMENT
115,antiproton,PARTICLE
115,neutralino,PARTICLE
115,SuperKEKB,FACILITY
115,SND@LHC,DETECTOR
115,proton,PARTICLE
115,FASER,DETECTOR
115,8 TeV,ENERGY
115,KEK,FACILITY
115,LHC,FACILITY
116,nucleus-nucleus collisions,COLLISION
116,ATLAS experiment,EXPERIMENT
116,dark matter,PARTICLE
116,13 TeV,ENERGY
116,ATLAS,DETECTOR
116,LEP,FACILITY
116,D0,DETECTOR
117,Brookhaven National Laboratory,FACILITY
117,ion-ion collisions,COLLISION
117,NOvA experiment,EXPERIMENT
117,tau neutrino,PARTICLE
117,neutrino,PARTICLE
117,KLOE-2,DETECTOR
117,8 TeV,ENERGY
117,NOvA,DETECTOR
118,deep-inelastic scattering,COLLISION
118,electron neutrino,PARTICLE
118,LHCb experiment,EXPERIMENT
118,neutrino,PARTICLE
118,electron,PARTICLE
118,Belle II,DETECTOR
118,3.5 TeV,ENERGY
118,LHCb,DETECTOR
118,KEK,FACILITY
118,LHC,FACILITY
119,proton-proton collisions,COLLISION
119,T2K experiment,EXPERIMENT
119,strange quark,PARTICLE
119,top quark,PARTICLE
119,proton,PARTICLE
119,BaBar,DETECTOR
119,8 TeV,ENERGY
119,HERA,FACILITY
119,T2K,DETECTOR
120,BaBar experiment,EXPERIMENT
120,Au-Au collisions,COLLISION
120,Lambda baryon,PARTICLE
120,0.9 TeV,ENERGY
120,KLOE-2,DETECTOR
120,BaBar,DETECTOR
120,CERN,FACILITY
121,proton-antiproton collisions,COLLISION
121,ATLAS experiment,EXPERIMENT
121,antiproton,PARTICLE
121,Xi baryon,PARTICLE
121,200 GeV,ENERGY
121,proton,PARTICLE
121,ATLAS,DETECTOR
121,LHCb,DETECTOR
121,DESY,FACILITY
121,LHC,FACILITY
122,NOvA experiment,EXPERIMENT
122,pp collisions,COLLISION
122,stop squark,PARTICLE
122,Tevatron,FACILITY
122,ALICE,DETECTOR
122,8 TeV,ENERGY
122,NOvA,DETECTOR
123,Pb-Pb collisions,COLLISION
123,NOvA experiment,EXPERIMENT
123,stop squark,PARTICLE
123,Tevatron,FACILITY
123,5.02 TeV,ENERGY
123,NOvA,DETECTOR
123,T2K,DETECTOR
124,KLOE-2 experiment,EXPERIMENT
124,p-Pb collisions,COLLISION
124,muon neutrino,PARTICLE
124,neutrino,PARTICLE
124,KLOE-2,DETECTOR
124,14 TeV,ENERGY
124,muon,PARTICLE
124,DESY,FACILITY
124,T2K,DETECTOR
125,ATLAS experiment,EXPERIMENT
125,Xe-Xe collisions,COLLISION
125,Xi baryon,PARTICLE
125,13.6 TeV,ENERGY
125,ATLAS,DETECTOR
125,FASER,DETECTOR
125,LHC,FACILITY
126,electron-positron collisions,COLLISION
126,ALICE experiment,EXPERIMENT
126,electron,PARTICLE
126,positron,PARTICLE
126,13 TeV,ENERGY
126,ATLAS,DETECTOR
126,ALICE,DETECTOR
126,kaon,PARTICLE
126,RHIC,FACILITY
127,electron-positron collisions,COLLISION
127,CMS experiment,EXPERIMENT
127,Xi baryon,PARTICLE
127,electron,PARTICLE
127,positron,PARTICLE
127,Tevatron,FACILITY
127,200 GeV,ENERGY
127,CMS,DETECTOR
127,CDF,DETECTOR
128,electron-positron collisions,COLLISION
128,BaBar experiment,EXPERIMENT
128,bottom quark,PARTICLE
128,Xi baryon,PARTICLE
128,electron,PARTICLE
128,positron,PARTICLE
128,Tevatron,FACILITY
128,5.02 TeV,ENERGY
128,MoEDAL,DETECTOR
128,BaBar,DETECTOR
129,Large Hadron Collider,FACILITY
129,BaBar experiment,EXPERIMENT
129,Xe-Xe collisions,COLLISION
129,chargino,PARTICLE
129,Belle II,DETECTOR
129,3.5 TeV,ENERGY
129,BaBar,DETECTOR
130,proton-antiproton collisions,COLLISION
130,COMPASS experiment,EXPERIMENT
130,antiproton,PARTICLE
130,COMPASS,DETECTOR
130,0.9 TeV,ENERGY
130,proton,PARTICLE
130,photon,PARTICLE
130,NA62,DETECTOR
130,HERA,FACILITY
131,heavy-ion collisions,COLLISION
131,FASER experiment,EXPERIMENT
131,top quark,PARTICLE
131,1.96 TeV,ENERGY
131,SND@LHC,DETECTOR
131,FASER,DETECTOR
131,SPS,FACILITY
131,LHC,FACILITY
132,heavy-ion collisions,COLLISION
132,KLOE-2 experiment,EXPERIMENT
132,p-Pb collisions,COLLISION
132,tau neutrino,PARTICLE
132,neutrino,PARTICLE
132,KLOE-2,DETECTOR
132,ATLAS,DETECTOR
132,8 TeV,ENERGY
132,LEP,FACILITY
132,LHC,FACILITY
133,proton-proton collisions,COLLISION
133,ALICE experiment,EXPERIMENT
133,p-Pb collisions,COLLISION
133,tau neutrino,PARTICLE
133,SuperKEKB,FACILITY
133,neutrino,PARTICLE
133,proton,PARTICLE
133,13 TeV,ENERGY
133,ALICE,DETECTOR
133,NOvA,DETECTOR
133,KEK,FACILITY
134,MicroBooNE experiment,EXPERIMENT
134,Pb-Pb collisions,COLLISION
134,dark matter,PARTICLE
134,MicroBooNE,DETECTOR
134,100 TeV,ENERGY
134,MoEDAL,DETECTOR
134,LEP,FACILITY
135,Pb-Pb collisions,COLLISION
135,NA62 experiment,EXPERIMENT
135,antiproton,PARTICLE
135,900 GeV,ENERGY
135,proton,PARTICLE
135,ALICE,DETECTOR
135,NA62,DETECTOR
135,DESY,FACILITY
136,deep-inelastic scattering,COLLISION
136,Jefferson Laboratory,FACILITY
136,Belle II experiment,EXPERIMENT
136,stop squark,PARTICLE
136,Belle II,DETECTOR
136,5.02 TeV,ENERGY
136,13 TeV,ENERGY
136,LHCb,DETECTOR
136,LHC,FACILITY
137,Jefferson Laboratory,FACILITY
137,FASER experiment,EXPERIMENT
137,Pb-Pb collisions,COLLISION
137,tau lepton,PARTICLE
137,900 GeV,ENERGY
137,FASER,DETECTOR
137,CDF,DETECTOR
138,Large Hadron Collider,FACILITY
138,KLOE-2 experiment,EXPERIMENT
138,Upsilon meson,PARTICLE
138,pp collisions,COLLISION
138,Belle II,DETECTOR
138,100 TeV,ENERGY
138,KLOE-2,DETECTOR
139,deep-inelastic scattering,COLLISION
139,TOTEM experiment,EXPERIMENT
139,SuperKEKB,FACILITY
139,positron,PARTICLE
139,13.6 TeV,ENERGY
139,photon,PARTICLE
139,KLOE-2,DETECTOR
139,TOTEM,DETECTOR
139,KEK,FACILITY
140,deep-inelastic scattering,COLLISION
140,Belle II experiment,EXPERIMENT
140,tau neutrino,PARTICLE
140,neutrino,PARTICLE
140,Belle II,DETECTOR
140,5.02 TeV,ENERGY
140,B meson,PARTICLE
140,HERA,FACILITY
140,CMS,DETECTOR
141,ion-ion collisions,COLLISION
141,T2K experiment,EXPERIMENT
141,charm quark,PARTICLE
141,Fermilab,FACILITY
141,100 TeV,ENERGY
141,HERA-B,DETECTOR
141,HERA,FACILITY
141,T2K,DETECTOR
142,ATLAS experiment,EXPERIMENT
142,pp collisions,COLLISION
142,B meson,PARTICLE
142,14 TeV,ENERGY
142,ATLAS,DETECTOR
142,TOTEM,DETECTOR
142,HERA,FACILITY
143,electron-positron collisions,COLLISION
143,D0 experiment,EXPERIMENT
143,electron,PARTICLE
143,positron,PARTICLE
143,Fermilab,FACILITY
143,0.9 TeV,ENERGY
143,LHCb,DETECTOR
143,LHC,FACILITY
143,D0,DETECTOR
144,Brookhaven National Laboratory,FACILITY
144,proton-proton collisions,COLLISION
144,COMPASS experiment,EXPERIMENT
144,chargino,PARTICLE
144,1.96 TeV,ENERGY
144,COMPASS,DETECTOR
144,proton,PARTICLE
144,kaon,PARTICLE
145,SLAC National Accelerator Laboratory,FACILITY
145,ion-ion collisions,COLLISION
145,FASER experiment,EXPERIMENT
145,strange quark,PARTICLE
145,200 GeV,ENERGY
145,HERA-B,DETECTOR
145,FASER,DETECTOR
145,HERA,FACILITY
146,T2K experiment,EXPERIMENT
146,pp collisions,COLLISION
146,chargino,PARTICLE
146,Fermilab,FACILITY
146,2.76 TeV,ENERGY
146,HERA-B,DETECTOR
146,HERA,FACILITY
146,T2K,DETECTOR
147,COMPASS experiment,EXPERIMENT
147,pp collisions,COLLISION
147,top quark,PARTICLE
147,Tevatron,FACILITY
147,1.96 TeV,ENERGY
147,COMPASS,DETECTOR
147,HERA-B,DETECTOR
147,HERA,FACILITY
148,proton-proton collisions,COLLISION
148,CMS experiment,EXPERIMENT
148,proton,PARTICLE
148,gluon,PARTICLE
148,BaBar,DETECTOR
148,8 TeV,ENERGY
148,CMS,DETECTOR
148,LEP,FACILITY
149,deep-inelastic scattering,COLLISION
149,FASER experiment,EXPERIMENT
149,Xi baryon,PARTICLE
149,FASER,DETECTOR
149,7 TeV,ENERGY
149,NA62,DETECTOR
149,SPS,FACILITY
150,proton-antiproton collisions,COLLISION
150,LHCf experiment,EXPERIMENT
150,Lambda baryon,PARTICLE
150,antiproton,PARTICLE
150,SuperKEKB,FACILITY
150,2.76 TeV,ENERGY
150,proton,PARTICLE
150,LHCf,DETECTOR
150,KEK,FACILITY
150,LHC,FACILITY
151,SLAC National Accelerator Laboratory,FACILITY
151,nucleus-nucleus collisions,COLLISION
151,COMPASS experiment,EXPERIMENT
151,strange quark,PARTICLE
151,13.6 TeV,ENERGY
151,COMPASS,DETECTOR
151,CMS,DETECTOR
152,Belle II experiment,EXPERIMENT
152,ion-ion collisions,COLLISION
152,dark matter,PARTICLE
152,Belle II,DETECTOR
152,100 TeV,ENERGY
152,KLOE-2,DETECTOR
152,SPS,FACILITY
153,ion-ion collisions,COLLISION
153,LHCb experiment,EXPERIMENT
153,J/psi meson,PARTICLE
153,electron,PARTICLE
153,13 TeV,ENERGY
153,LHCb,DETECTOR
153,DESY,FACILITY
153,CMS,DETECTOR
153,LHC,FACILITY
154,proton-proton collisions,COLLISION
154,LHCf experiment,EXPERIMENT
154,Omega baryon,PARTICLE
154,MicroBooNE,DETECTOR
154,proton,PARTICLE
154,13 TeV,ENERGY
154,LHCf,DETECTOR
154,LEP,FACILITY
154,LHC,FACILITY
155,electron-positron collisions,COLLISION
155,FASER experiment,EXPERIMENT
155,antiproton,PARTICLE
155,electron,PARTICLE
155,positron,PARTICLE
155,Fermilab,FACILITY
155,13.6 TeV,ENERGY
155,proton,PARTICLE
155,FASER,DETECTOR
155,LHCf,DETECTOR
155,LHC,FACILITY
156,ion-ion collisions,COLLISION
156,FASER experiment,EXPERIMENT
156,muon neutrino,PARTICLE
156,neutrino,PARTICLE
156,3.5 TeV,ENERGY
156,ALICE,DETECTOR
156,FASER,DETECTOR
156,muon,PARTICLE
156,LEP,FACILITY
157,nucleus-nucleus collisions,COLLISION
157,ion-ion collisions,COLLISION
157,ALICE experiment,EXPERIMENT
157,J/psi meson,PARTICLE
157,SND@LHC,DETECTOR
157,6.5 TeV,ENERGY
157,ALICE,DETECTOR
157,HERA,FACILITY
157,LHC,FACILITY
158,MoEDAL experiment,EXPERIMENT
158,Pb-Pb collisions,COLLISION
158,Xe-Xe collisions,COLLISION
158,neutrino,PARTICLE
158,0.9 TeV,ENERGY
158,MoEDAL,DETECTOR
158,RHIC,FACILITY
158,CMS,DETECTOR
159,Xe-Xe collisions,COLLISION
159,LHCb experiment,EXPERIMENT
159,dark matter,PARTICLE
159,6.5 TeV,ENERGY
159,ALICE,DETECTOR
159,LHCb,DETECTOR
159,LHC,FACILITY
160,proton-proton collisions,COLLISION
160,CDF experiment,EXPERIMENT
160,10.6 TeV,ENERGY
160,B meson,PARTICLE
160,proton,PARTICLE
160,RHIC,FACILITY
160,CDF,DETECTOR
160,T2K,DETECTOR
161,deep-inelastic scattering,COLLISION
161,BaBar experiment,EXPERIMENT
161,Fermilab,FACILITY
161,MoEDAL,DETECTOR
161,14 TeV,ENERGY
161,BaBar,DETECTOR
161,7 TeV,ENERGY
161,kaon,PARTICLE
162,Belle II experiment,EXPERIMENT
162,Pb-Pb collisions,COLLISION
162,antiproton,PARTICLE
162,Belle II,DETECTOR
162,proton,PARTICLE
162,7 TeV,ENERGY
162,DESY,FACILITY
162,D0,DETECTOR
163,proton-proton collisions,COLLISION
163,TOTEM experiment,EXPERIMENT
163,chargino,PARTICLE
163,proton,PARTICLE
163,HERA-B,DETECTOR
163,TOTEM,DETECTOR
163,8 TeV,ENERGY
163,DESY,FACILITY
163,HERA,FACILITY
164,Jefferson Laboratory,FACILITY
164,BaBar experiment,EXPERIMENT
164,Xe-Xe collisions,COLLISION
164,W boson,PARTICLE
164,D meson,PARTICLE
164,HERA-B,DETECTOR
164,BaBar,DETECTOR
164,8 TeV,ENERGY
164,HERA,FACILITY
165,Xe-Xe collisions,COLLISION
165,CDF experiment,EXPERIMENT
165,Upsilon meson,PARTICLE
165,B meson,PARTICLE
165,6.5 TeV,ENERGY
165,HERA,FACILITY
165,CDF,DETECTOR
165,T2K,DETECTOR
166,deep-inelastic scattering,COLLISION
166,LHCf experiment,EXPERIMENT
166,tau neutrino,PARTICLE
166,neutrino,PARTICLE
166,100 TeV,ENERGY
166,BaBar,DETECTOR
166,LHCf,DETECTOR
166,KEK,FACILITY
166,LHC,FACILITY
167,MicroBooNE experiment,EXPERIMENT
167,ion-ion collisions,COLLISION
167,MicroBooNE,DETECTOR
167,Z boson,PARTICLE
167,6.5 TeV,ENERGY
167,CERN,FACILITY
168,heavy-ion collisions,COLLISION
168,T2K experiment,EXPERIMENT
168,chargino,PARTICLE
168,900 GeV,ENERGY
168,T2K,DETECTOR
168,LHC,FACILITY
169,electron-positron collisions,COLLISION
169,CMS experiment,EXPERIMENT
169,antiproton,PARTICLE
169,electron,PARTICLE
169,positron,PARTICLE
169,Belle II,DETECTOR
169,Fermilab,FACILITY
169,10.6 TeV,ENERGY
169,B meson,PARTICLE
169,proton,PARTICLE
169,CMS,DETECTOR
170,Au-Au collisions,COLLISION
170,NOvA experiment,EXPERIMENT
170,tau lepton,PARTICLE
170,2.76 TeV,ENERGY
170,COMPASS,DETECTOR
170,NOvA,DETECTOR
170,LHC,FACILITY
171,Jefferson Laboratory,FACILITY
171,MoEDAL experiment,EXPERIMENT
171,Au-Au collisions,COLLISION
171,dark matter,PARTICLE
171,6.5 TeV,ENERGY
171,MoEDAL,DETECTOR
171,LHCf,DETECTOR
171,LHC,FACILITY
172,ion-ion collisions,COLLISION
172,FASER experiment,EXPERIMENT
172,dark matter,PARTICLE
172,Tevatron,FACILITY
172,FASER,DETECTOR
172,7 TeV,ENERGY
172,D0,DETECTOR
173,ion-ion collisions,COLLISION
173,ATLAS experiment,EXPERIMENT
173,10.6 TeV,ENERGY
173,Z boson,PARTICLE
173,HERA-B,DETECTOR
173,ATLAS,DETECTOR
173,DESY,FACILITY
173,HERA,FACILITY
174,heavy-ion collisions,COLLISION
174,D0 experiment,EXPERIMENT
174,Z boson,PARTICLE
174,6.5 TeV,ENERGY
174,NOvA,DETECTOR
174,HERA,FACILITY
174,D0,DETECTOR
175,nucleus-nucleus collisions,COLLISION
175,MicroBooNE experiment,EXPERIMENT
175,MicroBooNE,DETECTOR
175,Belle II,DETECTOR
175,Z boson,PARTICLE
175,7 TeV,ENERGY
175,KEK,FACILITY
176,Xe-Xe collisions,COLLISION
176,NOvA experiment,EXPERIMENT
176,stop squark,PARTICLE
176,Tevatron,FACILITY
176,13.6 TeV,ENERGY
176,NOvA,DETECTOR
176,CDF,DETECTOR
177,proton-proton collisions,COLLISION
177,CDF experiment,EXPERIMENT
177,Z boson,PARTICLE
177,COMPASS,DETECTOR
177,3.5 TeV,ENERGY
177,proton,PARTICLE
177,RHIC,FACILITY
177,CDF,DETECTOR
178,FASER experiment,EXPERIMENT
178,Pb-Pb collisions,COLLISION
178,strange quark,PARTICLE
178,Omega baryon,PARTICLE
178,FASER,DETECTOR
178,7 TeV,ENERGY
178,NOvA,DETECTOR
178,CERN,FACILITY
179,Large Hadron Collider,FACILITY
179,KLOE-2 experiment,EXPERIMENT
179,pp collisions,COLLISION
179,positron,PARTICLE
179,Belle II,DETECTOR
179,3.5 TeV,ENERGY
179,KLOE-2,DETECTOR
180,electron-positron collisions,COLLISION
180,Jefferson Laboratory,FACILITY
180,ALICE experiment,EXPERIMENT
180,neutralino,PARTICLE
180,electron,PARTICLE
180,positron,PARTICLE
180,5.02 TeV,ENERGY
180,ALICE,DETECTOR
181,nucleus-nucleus collisions,COLLISION
181,D0 experiment,EXPERIMENT
181,positron,PARTICLE
181,200 GeV,ENERGY
181,KEK,FACILITY
181,D0,DETECTOR
182,electron-positron collisions,COLLISION
182,proton-antiproton collisions,COLLISION
182,NOvA experiment,EXPERIMENT
182,charm quark,PARTICLE
182,antiproton,PARTICLE
182,electron,PARTICLE
182,positron,PARTICLE
182,SND@LHC,DETECTOR
182,proton,PARTICLE
182,14 TeV,ENERGY
182,NOvA,DETECTOR
182,LHC,FACILITY
183,deep-inelastic scattering,COLLISION
183,LHCf experiment,EXPERIMENT
183,p-Pb collisions,COLLISION
183,positron,PARTICLE
183,COMPASS,DETECTOR
183,0.9 TeV,ENERGY
183,LHCf,DETECTOR
183,KEK,FACILITY
183,LHC,FACILITY
184,proton-antiproton collisions,COLLISION
184,BaBar experiment,EXPERIMENT
184,Omega baryon,PARTICLE
184,antiproton,PARTICLE
184,MicroBooNE,DETECTOR
184,2.76 TeV,ENERGY
184,proton,PARTICLE
184,BaBar,DETECTOR
184,KEK,FACILITY
185,Jefferson Laboratory,FACILITY
185,ATLAS experiment,EXPERIMENT
185,Xe-Xe collisions,COLLISION
185,Lambda baryon,PARTICLE
185,5.02 TeV,ENERGY
185,ATLAS,DETECTOR
185,D0,DETECTOR
186,deep-inelastic scattering,COLLISION
186,NOvA experiment,EXPERIMENT
186,muon neutrino,PARTICLE
186,neutrino,PARTICLE
186,100 TeV,ENERGY
186,3.5 TeV,ENERGY
186,TOTEM,DETECTOR
186,muon,PARTICLE
186,NOvA,DETECTOR
186,DESY,FACILITY
187,heavy-ion collisions,COLLISION
187,ATLAS experiment,EXPERIMENT
187,dark matter,PARTICLE
187,3.5 TeV,ENERGY
187,HERA-B,DETECTOR
187,ATLAS,DETECTOR
187,HERA,FACILITY
187,SPS,FACILITY
188,Xe-Xe collisions,COLLISION
188,LHCb experiment,EXPERIMENT
188,charm quark,PARTICLE
188,6.5 TeV,ENERGY
188,LHCb,DETECTOR
188,CDF,DETECTOR
188,LEP,FACILITY
188,LHC,FACILITY
189,electron-positron collisions,COLLISION
189,LHCb experiment,EXPERIMENT
189,Upsilon meson,PARTICLE
189,top quark,PARTICLE
189,electron,PARTICLE
189,positron,PARTICLE
189,7 TeV,ENERGY
189,LHCb,DETECTOR
189,LHC,FACILITY
190,electron-positron collisions,COLLISION
190,electron neutrino,PARTICLE
190,ATLAS experiment,EXPERIMENT
190,tau neutrino,PARTICLE
190,neutrino,PARTICLE
190,electron,PARTICLE
190,positron,PARTICLE
190,200 GeV,ENERGY
190,ATLAS,DETECTOR
190,FASER,DETECTOR
190,HERA,FACILITY
191,Large Hadron Collider,FACILITY
191,p-Pb collisions,COLLISION
191,CDF experiment,EXPERIMENT
191,Higgs boson,PARTICLE
191,0.9 TeV,ENERGY
191,CDF,DETECTOR
191,T2K,DETECTOR
192,proton-proton collisions,COLLISION
192,CMS experiment,EXPERIMENT
192,electron,PARTICLE
192,proton,PARTICLE
192,8 TeV,ENERGY
192,NA62,DETECTOR
192,CERN,FACILITY
192,CMS,DETECTOR
193,proton-antiproton collisions,COLLISION
193,COMPASS experiment,EXPERIMENT
193,strange quark,PARTICLE
193,antiproton,PARTICLE
193,COMPASS,DETECTOR
193,proton,PARTICLE
193,FASER,DETECTOR
193,7 TeV,ENERGY
193,RHIC,FACILITY
194,Large Hadron Collider,FACILITY
194,MicroBooNE experiment,EXPERIMENT
194,heavy-ion collisions,COLLISION
194,charm quark,PARTICLE
194,MicroBooNE,DETECTOR
194,top quark,PARTICLE
194,0.9 TeV,ENERGY
194,HERA-B,DETECTOR
194,HERA,FACILITY
195,Pb-Pb collisions,COLLISION
195,LHCb experiment,EXPERIMENT
195,2.76 TeV,ENERGY
195,MoEDAL,DETECTOR
195,pion,PARTICLE
195,LHCb,DETECTOR
195,SPS,FACILITY
195,LHC,FACILITY
196,CMS experiment,EXPERIMENT
196,Lambda baryon,PARTICLE
196,pp collisions,COLLISION
196,2.76 TeV,ENERGY
196,KLOE-2,DETECTOR
196,HERA,FACILITY
196,CMS,DETECTOR
197,electron-positron collisions,COLLISION
197,D0 experiment,EXPERIMENT
197,Higgs boson,PARTICLE
197,electron,PARTICLE
197,positron,PARTICLE
197,KLOE-2,DETECTOR
197,13 TeV,ENERGY
197,DESY,FACILITY
197,D0,DETECTOR
198,Large Hadron Collider,FACILITY
198,heavy-ion collisions,COLLISION
198,SND@LHC experiment,EXPERIMENT
198,positron,PARTICLE
198,Belle II,DETECTOR
198,13.6 TeV,ENERGY
198,SND@LHC,DETECTOR
198,LHC,FACILITY
199,MoEDAL experiment,EXPERIMENT
199,pp collisions,COLLISION
199,stop squark,PARTICLE
199,900 GeV,ENERGY
199,MoEDAL,DETECTOR
199,ALICE,DETECTOR
199,CERN,FACILITY
200,FASER experiment,EXPERIMENT
200,Pb-Pb collisions,COLLISION
200,neutralino,PARTICLE
200,HERA-B,DETECTOR
200,13 TeV,ENERGY
200,FASER,DETECTOR
200,CERN,FACILITY
200,HERA,FACILITY
201,heavy-ion collisions,COLLISION
201,Belle II experiment,EXPERIMENT
201,Omega baryon,PARTICLE
201,Belle II,DETECTOR
201,Fermilab,FACILITY
201,13 TeV,ENERGY
201,ATLAS,DETECTOR
202,proton-proton collisions,COLLISION
202,TOTEM experiment,EXPERIMENT
202,1.96 TeV,ENERGY
202,B meson,PARTICLE
202,proton,PARTICLE
202,TOTEM,DETECTOR
202,NOvA,DETECTOR
202,RHIC,FACILITY
203,Large Hadron Collider,FACILITY
203,Pb-Pb collisions,COLLISION
203,LHCb experiment,EXPERIMENT
203,top quark,PARTICLE
203,6.5 TeV,ENERGY
203,gluon,PARTICLE
203,LHCb,DETECTOR
203,NOvA,DETECTOR
203,LHC,FACILITY
204,heavy-ion collisions,COLLISION
204,Belle II experiment,EXPERIMENT
204,bottom quark,PARTICLE
204,Belle II,DETECTOR
204,14 TeV,ENERGY
204,FASER,DETECTOR
204,HERA,FACILITY
205,proton-proton collisions,COLLISION
205,NA62 experiment,EXPERIMENT
205,muon neutrino,PARTICLE
205,neutrino,PARTICLE
205,1.96 TeV,ENERGY
205,proton,PARTICLE
205,MoEDAL,DETECTOR
205,muon,PARTICLE
205,NA62,DETECTOR
205,HERA,FACILITY
206,MoEDAL experiment,EXPERIMENT
206,p-Pb collisions,COLLISION
206,10.6 TeV,ENERGY
206,B meson,PARTICLE
206,MoEDAL,DETECTOR
206,ALICE,DETECTOR
206,RHIC,FACILITY
207,proton-proton collisions,COLLISION
207,Au-Au collisions,COLLISION
207,NOvA experiment,EXPERIMENT
207,Lambda baryon,PARTICLE
207,proton,PARTICLE
207,14 TeV,ENERGY
207,NOvA,DETECTOR
207,HERA,FACILITY
207,LHC,FACILITY
208,proton-proton collisions,COLLISION
208,ion-ion collisions,COLLISION
208,FASER experiment,EXPERIMENT
208,strange quark,PARTICLE
208,13.6 TeV,ENERGY
208,proton,PARTICLE
208,FASER,DETECTOR
208,T2K,DETECTOR
208,LEP,FACILITY
209,COMPASS experiment,EXPERIMENT
209,ion-ion collisions,COLLISION
209,COMPASS,DETECTOR
209,6.5 TeV,ENERGY
209,kaon,PARTICLE
209,CMS,DETECTOR
209,LHC,FACILITY
210,proton-antiproton collisions,COLLISION
210,ATLAS experiment,EXPERIMENT
210,antiproton,PARTICLE
210,tau lepton,PARTICLE
210,proton,PARTICLE
210,13 TeV,ENERGY
210,ATLAS,DETECTOR
210,CMS,DETECTOR
210,KEK,FACILITY
211,FASER experiment,EXPERIMENT
211,p-Pb collisions,COLLISION
211,chargino,PARTICLE
211,Fermilab,FACILITY
211,3.5 TeV,ENERGY
211,0.9 TeV,ENERGY
211,FASER,DETECTOR
211,D0,DETECTOR
212,nucleus-nucleus collisions,COLLISION
212,KLOE-2 experiment,EXPERIMENT
212,strange quark,PARTICLE
212,Tevatron,FACILITY
212,5.02 TeV,ENERGY
212,KLOE-2,DETECTOR
213,Brookhaven National Laboratory,FACILITY
213,LHCb experiment,EXPERIMENT
213,p-Pb collisions,COLLISION
213,Higgs boson,PARTICLE
213,0.9 TeV,ENERGY
213,LHCb,DETECTOR
213,T2K,DETECTOR
213,LHC,FACILITY
214,deep-inelastic scattering,COLLISION
214,Large Hadron Collider,FACILITY
214,KLOE-2 experiment,EXPERIMENT
214,stop squark,PARTICLE
214,10.6 TeV,ENERGY
214,W boson,PARTICLE
214,KLOE-2,DETECTOR
214,BaBar,DETECTOR
215,FASER experiment,EXPERIMENT
215,Pb-Pb collisions,COLLISION
215,strange quark,PARTICLE
215,neutralino,PARTICLE
215,1.96 TeV,ENERGY
215,FASER,DETECTOR
215,NOvA,DETECTOR
215,LEP,FACILITY
216,Brookhaven National Laboratory,FACILITY
216,Au-Au collisions,COLLISION
216,CDF experiment,EXPERIMENT
216,antiproton,PARTICLE
216,proton,PARTICLE
216,14 TeV,ENERGY
216,CDF,DETECTOR
216,T2K,DETECTOR
217,ATLAS experiment,EXPERIMENT
217,p-Pb collisions,COLLISION
217,electron,PARTICLE
217,ATLAS,DETECTOR
217,8 TeV,ENERGY
217,LHCb,DETECTOR
217,SPS,FACILITY
217,LHC,FACILITY
218,nucleus-nucleus collisions,COLLISION
218,ALICE experiment,EXPERIMENT
218,Xi baryon,PARTICLE
218,10.6 TeV,ENERGY
218,ALICE,DETECTOR
218,TOTEM,DETECTOR
218,HERA,FACILITY
219,deep-inelastic scattering,COLLISION
219,TOTEM experiment,EXPERIMENT
219,MicroBooNE,DETECTOR
219,SuperKEKB,FACILITY
219,chargino,PARTICLE
219,proton,PARTICLE
219,TOTEM,DETECTOR
219,7 TeV,ENERGY
219,KEK,FACILITY
220,MoEDAL experiment,EXPERIMENT
220,p-Pb collisions,COLLISION
220,antiproton,PARTICLE
220,5.02 TeV,ENERGY
220,proton,PARTICLE
220,MoEDAL,DETECTOR
220,HERA-B,DETECTOR
220,HERA,FACILITY
220,SPS,FACILITY
221,SLAC National Accelerator Laboratory,FACILITY
221,p-Pb collisions,COLLISION
221,T2K experiment,EXPERIMENT
221,top quark,PARTICLE
221,13 TeV,ENERGY
221,ALICE,DETECTOR
221,T2K,DETECTOR
222,TOTEM experiment,EXPERIMENT
222,Au-Au collisions,COLLISION
222,B meson,PARTICLE
222,900 GeV,ENERGY
222,MoEDAL,DETECTOR
222,TOTEM,DETECTOR
222,LEP,FACILITY
223,proton-antiproton collisions,COLLISION
