ID,Tokens,Labels
82,.,O
82,The,O
82,analysis,O
82,exploits,O
82,proton-antiproton,B-COLLISION
82,collisions,I-COLLISION
82,data,O
82,collected,O
82,at,O
82,DESY,B-FACILITY
82,during,O
82,the,O
82,LHC,B-FACILITY
82,Run,O
82,2,O
82,period,O
82,.,O
82,The,O
82,T2K,B-EXPERIMENT
82,experiment,I-EXPERIMENT
82,results,O
82,are,O
82,unfolded,O
82,to,O
82,the,O
82,particle,O
82,level,O
82,and,O
82,compared,O
82,to,O
82,Monte,O
82,Carlo,O
82,generators,O
82,.,O
82,NLO+PS,O
82,predictions,O
82,describe,O
82,the,O
82,data,O
82,well,O
82,.,O
83,We,O
83,study,O
83,the,O
83,suppression,O
83,of,O
83,proton,B-PARTICLE
83,yields,O
83,in,O
83,proton-antiproton,B-COLLISION
83,collisions,I-COLLISION
83,at,O
83,900,B-ENERGY
83,GeV,I-ENERGY
83,relative,O
83,to,O
83,deep-inelastic,B-COLLISION
83,scattering,I-COLLISION
83,using,O
83,the,O
83,HERA-B,B-DETECTOR
83,detector,O
83,.,O
83,Data,O
83,from,O
83,the,O
83,LHCf,B-EXPERIMENT
83,experiment,I-EXPERIMENT
83,at,O
83,RHIC,B-FACILITY
83,are,O
83,compared,O
83,to,O
83,perturbative,O
83,QCD,O
83,calculations,O
83,including,O
83,nuclear,O
83,effects,O
83,.,O
83,A,O
83,strong,O
83,suppression,O
83,is,O
83,observed,O
83,at,O
83,high,O
83,transverse,O
83,momenta,O
83,.,O
83,Results,O
83,are,O
83,consistent,O
83,with,O
83,parton,O
83,energy,O
83,loss,O
83,in,O
83,a,O
83,deconfined,O
83,medium,O
83,.,O
84,Elliptic,O
84,flow,O
84,measurements,O
84,of,O
84,Omega,B-PARTICLE
84,baryon,I-PARTICLE
84,in,O
84,pp,B-COLLISION
84,collisions,I-COLLISION
84,at,O
84,10.6,B-ENERGY
84,TeV,I-ENERGY
84,are,O
84,reported,O
84,by,O
84,the,O
84,BaBar,B-EXPERIMENT
84,experiment,I-EXPERIMENT
84,.,O
84,Data,O
84,collected,O
84,at,O
84,CERN,B-FACILITY
84,with,O
84,the,O
84,TOTEM,B-DETECTOR
84,detector,O
84,span,O
84,multiple,O
84,centrality,O
84,classes,O
84,.,O
84,The,O
84,azimuthal,O
84,anisotropy,O
84,coefficients,O
84,are,O
84,extracted,O
84,using,O
84,the,O
84,two-particle,O
84,cumulant,O
84,method,O
84,.,O
84,Results,O
84,are,O
84,compared,O
84,with,O
84,viscous,O
84,hydrodynamic,O
84,calculations,O
84,.,O
85,The,O
85,LHCb,B-DETECTOR
85,detector,O
85,at,O
85,CERN,B-FACILITY
85,measures,O
85,Omega,B-PARTICLE
85,baryon,I-PARTICLE
85,production,O
85,cross,O
85,sections,O
85,differentially,O
85,in,O
85,rapidity,O
85,and,O
85,transverse,O
85,momentum,O
85,.,O
85,The,O
85,T2K,B-EXPERIMENT
85,experiment,I-EXPERIMENT
85,uses,O
85,Pb-Pb,B-COLLISION
85,collisions,I-COLLISION
85,at,O
85,14,B-ENERGY
85,TeV,I-ENERGY
85,corresponding,O
85,to,O
85,5.4,O
85,fb-1,O
85,.,O
85,PDF-sensitive,O
85,observables,O
85,are,O
85,constructed,O
85,and,O
85,compared,O
85,with,O
85,theoretical,O
85,predictions,O
85,.,O
85,These,O
85,data,O
85,will,O
85,constrain,O
85,next-generation,O
85,parton,O
85,distribution,O
85,functions,O
85,.,O
86,The,O
86,TOTEM,B-EXPERIMENT
86,experiment,I-EXPERIMENT
86,reports,O
86,a,O
86,measurement,O
86,of,O
86,the,O
86,electron,B-PARTICLE
86,neutrino,I-PARTICLE
86,production,O
86,cross,O
86,section,O
86,in,O
86,nucleus-nucleus,B-COLLISION
86,collisions,I-COLLISION
86,at,O
86,centre-of-mass,O
86,energies,O
86,of,O
86,1.96,B-ENERGY
86,TeV,I-ENERGY
86,and,O
86,10.6,B-ENERGY
86,TeV,I-ENERGY
86,.,O
86,Data,O
86,collected,O
86,with,O
86,the,O
86,BaBar,B-DETECTOR
86,detector,O
86,at,O
86,SPS,B-FACILITY
86,are,O
86,used,O
86,.,O
86,The,O
86,ratio,O
86,of,O
86,cross,O
86,sections,O
86,is,O
86,found,O
86,to,O
86,be,O
86,in,O
86,agreement,O
86,with,O
86,NNLO,O
86,predictions,O
86,.,O
86,Parton,O
86,distribution,O
86,function,O
86,uncertainties,O
86,are,O
86,the,O
86,dominant,O
86,systematic,O
86,.,O
87,The,O
87,T2K,B-EXPERIMENT
87,experiment,I-EXPERIMENT
87,measures,O
87,the,O
87,transverse,O
87,momentum,O
87,spectrum,O
87,of,O
87,antiproton,B-PARTICLE
87,in,O
87,electron-positron,B-COLLISION
87,collisions,I-COLLISION
87,at,O
87,1.96,B-ENERGY
87,TeV,I-ENERGY
87,using,O
87,the,O
87,NOvA,B-DETECTOR
87,detector,O
87,at,O
87,DESY,B-FACILITY
87,.,O
87,A,O
87,Tsallis,O
87,distribution,O
87,provides,O
87,an,O
87,excellent,O
87,description,O
87,of,O
87,the,O
87,data,O
87,below,O
87,10,O
87,GeV/c,O
87,.,O
87,Comparisons,O
87,with,O
87,PYTHIA,O
87,and,O
87,HERWIG,O
87,event,O
87,generators,O
87,are,O
87,presented,O
87,.,O
87,The,O
87,integrated,O
87,yield,O
87,is,O
87,extracted,O
87,and,O
87,compared,O
87,with,O
87,previous,O
87,measurements,O
87,.,O
88,We,O
88,present,O
88,a,O
88,search,O
88,for,O
88,bottom,B-PARTICLE
88,quark,I-PARTICLE
88,production,O
88,in,O
88,pp,B-COLLISION
88,collisions,I-COLLISION
88,at,O
88,a,O
88,centre-of-mass,O
88,energy,O
88,of,O
88,200,B-ENERGY
88,GeV,I-ENERGY
88,with,O
88,the,O
88,NA62,B-DETECTOR
88,detector,O
88,.,O
88,Data,O
88,were,O
88,recorded,O
88,at,O
88,SuperKEKB,B-FACILITY
88,during,O
88,Run,O
88,2,O
88,of,O
88,the,O
88,D0,B-EXPERIMENT
88,experiment,I-EXPERIMENT
88,.,O
88,No,O
88,significant,O
88,excess,O
88,above,O
88,the,O
88,expected,O
88,background,O
88,was,O
88,observed,O
88,.,O
88,Upper,O
88,limits,O
88,on,O
88,the,O
88,production,O
88,cross,O
88,section,O
88,are,O
88,set,O
88,at,O
8800%,95%,O
88,confidence,O
88,level,O
88,.,O
89,We,O
89,present,O
89,first,O
89,evidence,O
89,for,O
89,electron,B-PARTICLE
89,production,O
89,via,O
89,vector,O
89,boson,O
89,fusion,O
89,in,O
89,Pb-Pb,B-COLLISION
89,collisions,I-COLLISION
89,at,O
89,6.5,B-ENERGY
89,TeV,I-ENERGY
89,with,O
89,the,O
89,KLOE-2,B-DETECTOR
89,detector,O
89,.,O
89,The,O
89,MicroBooNE,B-EXPERIMENT
89,experiment,I-EXPERIMENT
89,at,O
89,LHC,B-FACILITY
89,selects,O
89,events,O
89,with,O
89,two,O
89,forward,O
89,jets,O
89,and,O
89,the,O
89,muon,B-PARTICLE
89,neutrino,I-PARTICLE
89,decay,O
89,signature,O
89,.,O
89,A,O
89,multivariate,O
89,technique,O
89,reduces,O
89,QCD,O
89,backgrounds,O
89,significantly,O
89,.,O
89,The,O
89,observed,O
89,significance,O
89,is,O
89,3.2,O
89,standard,O
89,deviations,O
89,.,O
90,We,O
90,search,O
90,for,O
90,anomalous,O
90,couplings,O
90,of,O
90,the,O
90,muon,B-PARTICLE
90,neutrino,I-PARTICLE
90,using,O
90,the,O
90,Belle,B-EXPERIMENT
90,II,I-EXPERIMENT
90,experiment,I-EXPERIMENT
90,at,O
90,RHIC,B-FACILITY
90,.,O
90,The,O
90,ATLAS,B-DETECTOR
90,detector,O
90,records,O
90,p-Pb,B-COLLISION
90,collisions,I-COLLISION
90,at,O
90,200,B-ENERGY
90,GeV,I-ENERGY
90,and,O
90,reconstructs,O
90,the,O
90,neutrino,B-PARTICLE
90,decay,O
90,topology,O
90,.,O
90,Wilson,O
90,coefficients,O
90,for,O
90,dimension-6,O
90,EFT,O
90,operators,O
90,are,O
90,constrained,O
90,from,O
90,the,O
90,data,O
90,.,O
90,The,O
90,results,O
90,represent,O
90,the,O
90,world's,O
90,most,O
90,stringent,O
90,constraints,O
90,on,O
90,several,O
90,operators,O
90,.,O
91,The,O
91,BaBar,B-DETECTOR
91,detector,O
91,at,O
91,Jefferson,B-FACILITY
91,Laboratory,I-FACILITY
91,is,O
91,used,O
91,to,O
91,measure,O
91,the,O
91,inclusive,O
91,neutrino,B-PARTICLE
91,production,O
91,cross,O
91,section,O
91,in,O
91,Au-Au,B-COLLISION
91,collisions,I-COLLISION
91,at,O
91,0.9,B-ENERGY
91,TeV,I-ENERGY
91,.,O
91,The,O
91,KLOE-2,B-EXPERIMENT
91,experiment,I-EXPERIMENT
91,employs,O
91,a,O
91,track-based,O
91,approach,O
91,to,O
91,reconstruct,O
91,the,O
91,signal,O
91,.,O
91,Theoretical,O
91,predictions,O
91,from,O
91,colour-glass,O
91,condensate,O
91,models,O
91,are,O
91,compared,O
91,to,O
91,data,O
91,.,O
91,Good,O
91,agreement,O
91,is,O
91,observed,O
91,at,O
91,low,O
91,transverse,O
91,momentum,O
91,.,O
92,A,O
92,measurement,O
92,of,O
92,Z,B-PARTICLE
92,boson,I-PARTICLE
92,pair,O
92,production,O
92,cross,O
92,sections,O
92,in,O
92,proton-proton,B-COLLISION
92,collisions,I-COLLISION
92,at,O
92,5.02,B-ENERGY
92,TeV,I-ENERGY
92,is,O
92,reported,O
92,.,O
92,The,O
92,analysis,O
92,uses,O
92,the,O
92,full,O
92,dataset,O
92,collected,O
92,by,O
92,the,O
92,COMPASS,B-DETECTOR
92,detector,O
92,at,O
92,Jefferson,B-FACILITY
92,Laboratory,I-FACILITY
92,.,O
92,Results,O
92,from,O
92,the,O
92,SND@LHC,B-EXPERIMENT
92,experiment,I-EXPERIMENT
92,are,O
92,compared,O
92,with,O
92,next-to-leading-order,O
92,QCD,O
92,calculations,O
92,.,O
92,The,O
92,measured,O
92,values,O
92,are,O
92,consistent,O
92,with,O
92,theoretical,O
92,expectations,O
92,within,O
92,uncertainties,O
92,.,O
93,The,O
93,CDF,B-EXPERIMENT
93,experiment,I-EXPERIMENT
93,at,O
93,Large,B-FACILITY
93,Hadron,I-FACILITY
93,Collider,I-FACILITY
93,reports,O
93,a,O
93,search,O
93,for,O
93,dark,B-PARTICLE
93,matter,I-PARTICLE
93,pair,O
93,production,O
93,in,O
93,heavy-ion,B-COLLISION
93,collisions,I-COLLISION
93,at,O
93,200,B-ENERGY
93,GeV,I-ENERGY
93,with,O
93,the,O
93,BaBar,B-DETECTOR
93,detector,O
93,.,O
93,Events,O
93,are,O
93,selected,O
93,with,O
93,exactly,O
93,two,O
93,oppositely,O
93,charged,O
93,leptons,O
93,and,O
93,large,O
93,missing,O
93,transverse,O
93,energy,O
93,.,O
93,A,O
93,cut-and-count,O
93,analysis,O
93,is,O
93,performed,O
93,in,O
93,several,O
93,signal,O
93,regions,O
93,.,O
93,No,O
93,significant,O
93,deviation,O
93,from,O
93,the,O
93,expected,O
93,background,O
93,is,O
93,observed,O
93,.,O
94,We,O
94,report,O
94,evidence,O
94,for,O
94,the,O
94,associated,O
94,production,O
94,of,O
94,a,O
94,muon,B-PARTICLE
94,neutrino,I-PARTICLE
94,with,O
94,a,O
94,Omega,B-PARTICLE
94,baryon,I-PARTICLE
94,in,O
94,ion-ion,B-COLLISION
94,collisions,I-COLLISION
94,at,O
94,100,B-ENERGY
94,TeV,I-ENERGY
94,.,O
94,The,O
94,BaBar,B-DETECTOR
94,detector,O
94,at,O
94,Fermilab,B-FACILITY
94,recorded,O
94,the,O
94,dataset,O
94,used,O
94,in,O
94,this,O
94,analysis,O
94,.,O
94,Signal,O
94,extraction,O
94,was,O
94,performed,O
94,using,O
94,a,O
94,binned,O
94,maximum-likelihood,O
94,fit,O
94,.,O
94,The,O
94,TOTEM,B-EXPERIMENT
94,experiment,I-EXPERIMENT
94,result,O
94,establishes,O
94,this,O
94,process,O
94,at,O
94,4.2,O
94,standard,O
94,deviations,O
94,significance,O
94,.,O
95,Measurement,O
95,of,O
95,muon,B-PARTICLE
95,azimuthal,O
95,correlations,O
95,in,O
95,p-Pb,B-COLLISION
95,collisions,I-COLLISION
95,at,O
95,8,B-ENERGY
95,TeV,I-ENERGY
95,is,O
95,presented,O
95,by,O
95,the,O
95,NA62,B-EXPERIMENT
95,experiment,I-EXPERIMENT
95,.,O
95,The,O
95,NA62,B-DETECTOR
95,detector,O
95,at,O
95,KEK,B-FACILITY
95,provides,O
95,high-granularity,O
95,calorimetric,O
95,information,O
95,.,O
95,Two-particle,O
95,correlation,O
95,functions,O
95,are,O
95,measured,O
95,as,O
95,a,O
95,function,O
95,of,O
95,pseudorapidity,O
95,and,O
95,azimuth,O
95,.,O
95,Long-range,O
95,correlations,O
95,characteristic,O
95,of,O
95,collective,O
95,behaviour,O
95,are,O
95,observed,O
95,.,O
96,Measurements,O
96,of,O
96,dark,B-PARTICLE
96,matter,I-PARTICLE
96,polarisation,O
96,in,O
96,nucleus-nucleus,B-COLLISION
96,collisions,I-COLLISION
96,at,O
96,14,B-ENERGY
96,TeV,I-ENERGY
96,are,O
96,reported,O
96,by,O
96,the,O
96,NOvA,B-EXPERIMENT
96,experiment,I-EXPERIMENT
96,.,O
96,Data,O
96,collected,O
96,with,O
96,the,O
96,CDF,B-DETECTOR
96,detector,O
96,at,O
96,Fermilab,B-FACILITY
96,correspond,O
96,to,O
96,36,O
96,fb-1,O
96,.,O
96,Angular,O
96,distributions,O
96,of,O
96,the,O
96,decay,O
96,products,O
96,are,O
96,analysed,O
96,using,O
96,a,O
96,template,O
96,fit,O
96,method,O
96,.,O
96,Results,O
96,are,O
96,consistent,O
96,with,O
96,NLO,O
96,electroweak,O
96,predictions,O
96,.,O
97,The,O
97,properties,O
97,of,O
97,the,O
97,tau,B-PARTICLE
97,neutrino,I-PARTICLE
97,are,O
97,studied,O
97,in,O
97,deep-inelastic,B-COLLISION
97,scattering,I-COLLISION
97,at,O
97,6.5,B-ENERGY
97,TeV,I-ENERGY
97,using,O
97,the,O
97,COMPASS,B-DETECTOR
97,detector,O
97,.,O
97,The,O
97,FASER,B-EXPERIMENT
97,experiment,I-EXPERIMENT
97,at,O
97,Tevatron,B-FACILITY
97,collected,O
97,a,O
97,sample,O
97,of,O
97,10^8,O
97,signal,O
97,candidates,O
97,.,O
97,Mass,O
97,",",O
97,width,O
97,",",O
97,and,O
97,coupling,O
97,measurements,O
97,are,O
97,performed,O
97,with,O
97,unprecedented,O
97,precision,O
97,.,O
97,These,O
97,results,O
97,constrain,O
97,several,O
97,beyond-Standard-Model,O
97,scenarios,O
97,.,O
98,The,O
98,chargino,B-PARTICLE
98,was,O
98,observed,O
98,in,O
98,pp,B-COLLISION
98,collisions,I-COLLISION
98,at,O
98,200,B-ENERGY
98,GeV,I-ENERGY
98,using,O
98,the,O
98,HERA-B,B-DETECTOR
98,detector,O
98,at,O
98,Fermilab,B-FACILITY
98,.,O
98,The,O
98,MoEDAL,B-EXPERIMENT
98,experiment,I-EXPERIMENT
98,collected,O
98,data,O
98,corresponding,O
98,to,O
98,an,O
98,integrated,O
98,luminosity,O
98,of,O
98,137,O
98,fb-1,O
98,.,O
98,Signal,O
98,events,O
98,were,O
98,reconstructed,O
98,using,O
98,a,O
98,multivariate,O
98,analysis,O
98,technique,O
98,.,O
98,The,O
98,measured,O
98,cross,O
98,section,O
98,is,O
98,in,O
98,good,O
98,agreement,O
98,with,O
98,Standard,O
98,Model,O
98,predictions,O
98,.,O
99,This,O
99,paper,O
99,describes,O
99,the,O
99,performance,O
99,of,O
99,the,O
99,ALICE,B-DETECTOR
99,detector,O
99,during,O
99,Pb-Pb,B-COLLISION
99,collisions,I-COLLISION
99,data-taking,O
99,at,O
99,8,B-ENERGY
99,TeV,I-ENERGY
99,at,O
99,Jefferson,B-FACILITY
99,Laboratory,I-FACILITY
99,.,O
99,Reconstruction,O
99,efficiencies,O
99,for,O
99,strange,B-PARTICLE
99,quark,I-PARTICLE
99,tracks,O
99,were,O
99,evaluated,O
99,using,O
99,tag-and-probe,O
99,methods,O
99,.,O
99,The,O
99,T2K,B-EXPERIMENT
99,experiment,I-EXPERIMENT
99,achieved,O
99,a,O
99,signal-to-background,O
99,ratio,O
99,exceeding,O
99,50:1,O
99,in,O
99,the,O
99,signal,O
99,region,O
99,.,O
99,Systematic,O
99,uncertainties,O
99,are,O
99,dominated,O
99,by,O
99,jet,O
99,energy,O
99,scale,O
99,calibration,O
99,.,O
100,A,O
100,comprehensive,O
100,study,O
100,of,O
100,multiparton,O
100,interactions,O
100,in,O
100,electron-positron,B-COLLISION
100,collisions,I-COLLISION
100,at,O
100,1.96,B-ENERGY
100,TeV,I-ENERGY
100,is,O
100,performed,O
100,with,O
100,the,O
100,ALICE,B-DETECTOR
100,detector,O
100,at,O
100,KEK,B-FACILITY
100,.,O
100,The,O
100,FASER,B-EXPERIMENT
100,experiment,I-EXPERIMENT
100,measures,O
100,underlying,O
100,event,O
100,activity,O
100,in,O
100,events,O
100,containing,O
100,a,O
100,muon,B-PARTICLE
100,.,O
100,Tuned,O
100,Monte,O
100,Carlo,O
100,models,O
100,are,O
100,compared,O
100,with,O
100,data,O
100,across,O
100,multiple,O
100,observables,O
100,.,O
100,Activity,O
100,in,O
100,the,O
100,transverse,O
100,region,O
100,is,O
100,particularly,O
100,sensitive,O
100,to,O
100,MPI,O
100,.,O
101,A,O
101,search,O
101,for,O
101,long-lived,O
101,charm,B-PARTICLE
101,quark,I-PARTICLE
101,decaying,O
101,inside,O
101,the,O
101,KLOE-2,B-DETECTOR
101,detector,O
101,volume,O
101,is,O
101,conducted,O
101,at,O
101,Jefferson,B-FACILITY
101,Laboratory,I-FACILITY
101,.,O
101,The,O
101,ATLAS,B-EXPERIMENT
101,experiment,I-EXPERIMENT
101,targets,O
101,heavy-ion,B-COLLISION
101,collisions,I-COLLISION
101,at,O
101,13,B-ENERGY
101,TeV,I-ENERGY
101,and,O
101,requires,O
101,displaced,O
101,vertex,O
101,signatures,O
101,.,O
101,No,O
101,excess,O
101,is,O
101,observed,O
101,over,O
101,the,O
101,Standard,O
101,Model,O
101,background,O
101,.,O
101,Model-independent,O
101,limits,O
101,are,O
101,placed,O
101,on,O
101,the,O
101,production,O
101,cross,O
101,section,O
101,times,O
101,branching,O
101,fraction,O
101,.,O
102,A,O
102,precise,O
102,measurement,O
102,of,O
102,top,B-PARTICLE
102,quark,I-PARTICLE
102,decay,O
102,branching,O
102,fractions,O
102,is,O
102,performed,O
102,by,O
102,the,O
102,FASER,B-EXPERIMENT
102,experiment,I-EXPERIMENT
102,using,O
102,HERA-B,B-DETECTOR
102,data,O
102,at,O
102,LEP,B-FACILITY
102,.,O
102,The,O
102,analysis,O
102,uses,O
102,nucleus-nucleus,B-COLLISION
102,collisions,I-COLLISION
102,at,O
102,900,B-ENERGY
102,GeV,I-ENERGY
102,and,O
102,employs,O
102,a,O
102,full,O
102,amplitude,O
102,analysis,O
102,.,O
102,Results,O
102,improve,O
102,upon,O
102,previous,O
102,measurements,O
102,by,O
102,a,O
102,factor,O
102,of,O
102,three,O
102,.,O
102,No,O
102,evidence,O
102,for,O
102,CP,O
102,violation,O
102,is,O
102,observed,O
102,.,O
103,This,O
103,Letter,O
103,reports,O
103,the,O
103,observation,O
103,of,O
103,neutralino,B-PARTICLE
103,production,O
103,in,O
103,association,O
103,with,O
103,electroweak,O
103,bosons,O
103,in,O
103,electron-positron,B-COLLISION
103,collisions,I-COLLISION
103,at,O
103,13.6,B-ENERGY
103,TeV,I-ENERGY
103,.,O
103,The,O
103,HERA-B,B-DETECTOR
103,detector,O
103,at,O
103,Fermilab,B-FACILITY
103,is,O
103,used,O
103,in,O
103,the,O
103,TOTEM,B-EXPERIMENT
103,experiment,I-EXPERIMENT
103,analysis,O
103,.,O
103,A,O
103,multivariate,O
103,discriminant,O
103,separates,O
103,signal,O
103,from,O
103,the,O
103,dominant,O
103,pion,B-PARTICLE
103,background,O
103,.,O
103,The,O
103,signal,O
103,strength,O
103,is,O
103,measured,O
103,with,O
103,a,O
103,relative,O
103,uncertainty,O
103,of,O
10300%,12%,O
103,.,O
104,The,O
104,D0,B-EXPERIMENT
104,experiment,I-EXPERIMENT
104,at,O
104,LHC,B-FACILITY
104,presents,O
104,a,O
104,measurement,O
104,of,O
104,electron,B-PARTICLE
104,forward-backward,O
104,asymmetry,O
104,in,O
104,p-Pb,B-COLLISION
104,collisions,I-COLLISION
104,at,O
104,5.02,B-ENERGY
104,TeV,I-ENERGY
104,.,O
104,The,O
104,LHCb,B-DETECTOR
104,detector,O
104,provides,O
104,excellent,O
104,lepton,O
104,reconstruction,O
104,efficiency,O
104,.,O
104,Results,O
104,are,O
104,compared,O
104,with,O
104,NNLO,O
104,QCD,O
104,plus,O
104,NLO,O
104,EW,O
104,calculations,O
104,.,O
104,Deviations,O
104,from,O
104,Standard,O
104,Model,O
104,predictions,O
104,are,O
104,below,O
104,1.5,O
104,sigma,O
104,.,O
105,We,O
105,report,O
105,a,O
105,new,O
105,measurement,O
105,of,O
105,the,O
105,charm,B-PARTICLE
105,quark,I-PARTICLE
105,mass,O
105,using,O
105,the,O
105,ALICE,B-DETECTOR
105,detector,O
105,at,O
105,SPS,B-FACILITY
105,.,O
105,The,O
105,MicroBooNE,B-EXPERIMENT
105,experiment,I-EXPERIMENT
105,analyses,O
105,proton-proton,B-COLLISION
105,collisions,I-COLLISION
105,data,O
105,at,O
105,8,B-ENERGY
105,TeV,I-ENERGY
105,in,O
105,the,O
105,dilepton,O
105,decay,O
105,channel,O
105,.,O
105,A,O
105,template,O
105,fit,O
105,to,O
105,the,O
105,invariant,O
105,mass,O
105,distribution,O
105,yields,O
105,a,O
105,precision,O
105,of,O
10500.00%,0.20%,O
105,.,O
105,This,O
105,represents,O
105,the,O
105,most,O
105,precise,O
105,single-experiment,O
105,measurement,O
105,to,O
105,date,O
105,.,O
106,The,O
106,MoEDAL,B-EXPERIMENT
106,experiment,I-EXPERIMENT
106,presents,O
106,a,O
106,search,O
106,for,O
106,pair-produced,O
106,tau,B-PARTICLE
106,neutrino,I-PARTICLE
106,in,O
106,p-Pb,B-COLLISION
106,collisions,I-COLLISION
106,at,O
106,3.5,B-ENERGY
106,TeV,I-ENERGY
106,with,O
106,the,O
106,ATLAS,B-DETECTOR
106,detector,O
106,at,O
106,HERA,B-FACILITY
106,.,O
106,Candidate,O
106,events,O
106,require,O
106,at,O
106,least,O
106,four,O
106,jets,O
106,and,O
106,large,O
106,missing,O
106,transverse,O
106,energy,O
106,.,O
106,The,O
106,observed,O
106,yield,O
106,is,O
106,consistent,O
106,with,O
106,the,O
106,Standard,O
106,Model,O
106,background,O
106,estimate,O
106,.,O
106,Exclusion,O
106,limits,O
106,are,O
106,derived,O
106,in,O
106,the,O
106,context,O
106,of,O
106,simplified,O
106,supersymmetric,O
106,models,O
106,.,O
107,A,O
107,differential,O
107,cross-section,O
107,measurement,O
107,of,O
107,stop,B-PARTICLE
107,squark,I-PARTICLE
107,production,O
107,in,O
107,pp,B-COLLISION
107,collisions,I-COLLISION
107,at,O
107,8,B-ENERGY
107,TeV,I-ENERGY
107,is,O
107,presented,O
107,using,O
107,the,O
107,ALICE,B-DETECTOR
107,detector,O
107,.,O
107,The,O
107,analysis,O
107,exploits,O
107,Xe-Xe,B-COLLISION
107,collisions,I-COLLISION
107,data,O
107,collected,O
107,at,O
107,Large,B-FACILITY
107,Hadron,I-FACILITY
107,Collider,I-FACILITY
107,during,O
107,the,O
107,LHC,B-FACILITY
107,Run,O
107,2,O
107,period,O
107,.,O
107,The,O
107,T2K,B-EXPERIMENT
107,experiment,I-EXPERIMENT
107,results,O
107,are,O
107,unfolded,O
107,to,O
107,the,O
107,particle,O
107,level,O
107,and,O
107,compared,O
107,to,O
107,Monte,O
107,Carlo,O
107,generators,O
107,.,O
107,NLO+PS,O
107,predictions,O
107,describe,O
107,the,O
107,data,O
107,well,O
107,.,O
108,We,O
108,study,O
108,the,O
108,suppression,O
108,of,O
108,Upsilon,B-PARTICLE
108,meson,I-PARTICLE
108,yields,O
108,in,O
108,p-Pb,B-COLLISION
108,collisions,I-COLLISION
108,at,O
108,900,B-ENERGY
108,GeV,I-ENERGY
108,relative,O
108,to,O
108,proton-proton,B-COLLISION
108,collisions,I-COLLISION
108,using,O
108,the,O
108,Belle,B-DETECTOR
108,II,I-DETECTOR
108,detector,O
108,.,O
108,Data,O
108,from,O
108,the,O
108,T2K,B-EXPERIMENT
108,experiment,I-EXPERIMENT
108,at,O
108,SLAC,B-FACILITY
108,National,I-FACILITY
108,Accelerator,I-FACILITY
108,Laboratory,I-FACILITY
108,are,O
108,compared,O
108,to,O
108,perturbative,O
108,QCD,O
108,calculations,O
108,including,O
108,nuclear,O
108,effects,O
108,.,O
108,A,O
108,strong,O
108,suppression,O
108,is,O
108,observed,O
108,at,O
108,high,O
108,transverse,O
108,momenta,O
108,.,O
108,Results,O
108,are,O
108,consistent,O
108,with,O
108,parton,O
108,energy,O
108,loss,O
108,in,O
108,a,O
108,deconfined,O
108,medium,O
108,.,O
109,Elliptic,O
109,flow,O
109,measurements,O
109,of,O
109,electron,B-PARTICLE
109,in,O
109,electron-positron,B-COLLISION
109,collisions,I-COLLISION
109,at,O
109,6.5,B-ENERGY
109,TeV,I-ENERGY
109,are,O
109,reported,O
109,by,O
109,the,O
109,D0,B-EXPERIMENT
109,experiment,I-EXPERIMENT
109,.,O
109,Data,O
109,collected,O
109,at,O
109,KEK,B-FACILITY
109,with,O
109,the,O
109,BaBar,B-DETECTOR
109,detector,O
109,span,O
109,multiple,O
109,centrality,O
109,classes,O
109,.,O
109,The,O
109,azimuthal,O
109,anisotropy,O
109,coefficients,O
109,are,O
109,extracted,O
109,using,O
109,the,O
109,two-particle,O
109,cumulant,O
109,method,O
109,.,O
109,Results,O
109,are,O
109,compared,O
109,with,O
109,viscous,O
109,hydrodynamic,O
109,calculations,O
109,.,O
110,The,O
110,Belle,B-DETECTOR
110,II,I-DETECTOR
110,detector,O
110,at,O
110,DESY,B-FACILITY
110,measures,O
110,electron,B-PARTICLE
110,neutrino,I-PARTICLE
110,production,O
110,cross,O
110,sections,O
110,differentially,O
110,in,O
110,rapidity,O
110,and,O
110,transverse,O
110,momentum,O
110,.,O
110,The,O
110,Belle,B-EXPERIMENT
110,II,I-EXPERIMENT
110,experiment,I-EXPERIMENT
110,uses,O
110,electron-positron,B-COLLISION
110,collisions,I-COLLISION
110,at,O
110,7,B-ENERGY
110,TeV,I-ENERGY
110,corresponding,O
110,to,O
110,5.4,O
110,fb-1,O
110,.,O
110,PDF-sensitive,O
110,observables,O
110,are,O
110,constructed,O
110,and,O
110,compared,O
110,with,O
110,theoretical,O
110,predictions,O
110,.,O
110,These,O
110,data,O
110,will,O
110,constrain,O
110,next-generation,O
110,parton,O
110,distribution,O
110,functions,O
110,.,O
111,The,O
111,BaBar,B-EXPERIMENT
111,experiment,I-EXPERIMENT
111,reports,O
111,a,O
111,measurement,O
111,of,O
111,the,O
111,Omega,B-PARTICLE
111,baryon,I-PARTICLE
111,production,O
111,cross,O
111,section,O
111,in,O
111,electron-positron,B-COLLISION
111,collisions,I-COLLISION
111,at,O
111,centre-of-mass,O
111,energies,O
111,of,O
111,7,B-ENERGY
111,TeV,I-ENERGY
111,and,O
111,5.02,B-ENERGY
111,TeV,I-ENERGY
111,.,O
111,Data,O
111,collected,O
111,with,O
111,the,O
111,ALICE,B-DETECTOR
111,detector,O
111,at,O
111,Jefferson,B-FACILITY
111,Laboratory,I-FACILITY
111,are,O
111,used,O
111,.,O
111,The,O
